0,1,2,3
803,9145116,13,"Driveway (2), Garage (1)"
804,9145116,7,Residential (3)
805,9145116,8,"1 x 3 ½,  2 x 4 ½"
806,9145116,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
807,9145116,10,"$24,600"
808,9145116,11,Basement 6 feet or +
809,17266060,15,Restaurant
810,16883852,1,"43,846 sqft"
811,16883852,2,Resort
812,28439182,1,"147,538 sqft"
813,28439182,2,"Residential, Resort"
814,28259886,3,Residential and commercial
815,28259886,4,Attached
816,28259886,5,Unknown age
817,28259886,14,"From 1,129 sqft to 2,662 sqft"
818,28259886,12,"2,624 sqft"
819,28259886,7,"Residential (2), Commercial (2)"
820,28259886,8,2 x 4 ½
821,28259886,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
822,28259886,10,"$51,000"
823,12920715,1,"48,105 sqft"
824,12920715,2,"Commercial, Industrial"
825,26127893,3,Residential only
826,26127893,4,Detached
827,26127893,5,1953
828,26127893,1,"5,204 sqft"
829,26127893,7,Residential (6)
830,26127893,8,"3 x 3 ½,  3 x 5 ½"
831,26127893,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
832,26127893,10,"$33,516"
833,12678111,1,"13,850 sqft"
834,12678111,2,Residential
835,13374545,1,"4,000 sqft"
836,13374545,2,Residential
837,10625487,1,"26,120 sqft"
838,10625487,2,Residential
839,20949682,1,"10,750 sqft"
840,20949682,2,Residential
841,14747097,5,Unknown age
842,14747097,1,"25,484,287 sqft"
843,14747097,13,"Driveway (20), Garage (2)"
844,14747097,6,Wood stove
845,14747097,11,Basement 6 feet or +
846,14545267,1,"87,008 sqft"
847,14545267,2,Residential
848,21367483,1,"447,653 sqft"
849,21367483,2,Resort
850,17296343,5,"Unknown age, Century"
851,17296343,1,"5,409,894 sqft"
852,17296343,13,"Driveway (6), Garage (2)"
853,17296343,6,Wood stove
854,17296343,11,"Waterfront, Navigable body of water, Basement 6 feet or +"
855,10088169,3,Commercial only
856,10088169,5,Unknown age
857,10088169,14,"From 1,000 sqft to 7,000 sqft"
858,10088169,12,"7,000 sqft"
859,10088169,1,"24,485 sqft"
860,10088169,7,Commercial (5)
861,11163268,1,"38,599 sqft"
862,11163268,2,Residential
863,16724717,1,"46,465 sqft"
864,16724717,2,Residential
865,22071803,5,2000
866,22071803,1,"3,980,504 sqft"
867,22071803,13,"Driveway (4), Garage (2)"
868,22071803,16,"Heated, Inground"
869,22071803,6,"Fireplace - Other, Wood fireplace"
870,22071803,11,Basement 6 feet or +
871,9495384,15,Tanning salon
872,20828672,5,2003
873,20828672,1,"5,496,729 sqft"
874,20828672,6,"Wood fireplace, Gas stove"
875,20828672,11,Basement 6 feet or +
876,19225989,1,"52,077 sqft"
877,19225989,2,Residential
878,24408819,1,"68,776 sqft"
879,24408819,2,"Commercial, Residential"
880,12011386,3,Commercial and office space
881,12011386,5,1929
882,12011386,14,"From 1,260 sqft to 4,910 sqft"
883,12011386,1,"11,720 sqft"
884,12011386,7,"Residential (1), Commercial (1), Office (1)"
885,21755958,1,"15,994 sqft"
886,21755958,2,Other
887,26556045,1,"2,886 sqft"
888,26556045,2,Agricultural
889,27196701,1,"152,546 sqft"
890,27196701,2,"Residential, Resort"
891,13690671,1,"6,319 sqft"
892,13690671,2,Residential
893,15685446,1,"9,537 sqft"
894,15685446,2,Residential
895,24266698,3,Residential and commercial
896,24266698,4,Detached
897,24266698,5,1960
898,24266698,14,"3,000 sqft"
899,24266698,1,"14,958 sqft"
900,24266698,13,"Driveway (15), Garage (8)"
901,24266698,7,"Residential (2), Commercial (1)"
902,24266698,8,"1 x 2 ½,  1 x 8 ½"
903,24266698,9,"8 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
904,24266698,10,"$38,412"
905,24266698,11,Access to waterfront
906,17092192,1,"44,681 sqft"
907,17092192,2,Agricultural
908,13904519,1,"6,134,873 sqft"
909,13904519,2,Agricultural
910,18910286,1,"44,595 sqft"
911,18910286,2,Residential
912,25936143,3,Residential only
913,25936143,4,Semi-detached
914,25936143,5,1964
915,25936143,1,"7,890 sqft"
916,25936143,13,"Carport (2), Driveway (3)"
917,25936143,7,Residential (2)
918,25936143,8,"1 x 4 ½, 1 x 10 ½"
919,25936143,9,"10 Rooms, 3 Bedrooms, 1 Bath/powder room"
920,25936143,10,"$13,980"
921,25936143,11,Basement 6 feet or +
922,15245891,3,Residential and commercial
923,15245891,4,Attached
924,15245891,5,1955
925,15245891,14,"1,060 sqft"
926,15245891,1,188 sqft
927,15245891,7,"Residential (1), Commercial (1)"
928,15245891,18,1 x 5 ½
929,15245891,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
930,15245891,10,"$27,600"
931,27470585,5,1930
932,27470585,1,"535,172 sqft"
933,27470585,13,Garage (4)
934,27470585,6,Wood stove
935,14212114,1,"145,566 sqft"
936,14212114,2,Residential
937,28963202,1,"2,265,120 sqft"
938,28963202,2,Agricultural
939,12621315,3,Residential only
940,12621315,4,Detached
941,12621315,5,1938
942,12621315,1,"6,000 sqft"
943,12621315,13,"Driveway (6), Garage (1)"
944,12621315,7,Residential (2)
945,12621315,8,2 x 4 ½
946,12621315,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
947,12621315,10,"$13,260"
948,12621315,11,Basement 6 feet or +
949,21827721,5,2004
950,21827721,1,"1,044,991 sqft"
951,21827721,13,"Driveway (8), Garage (1)"
952,21827721,16,"Heated, Inground"
953,21827721,11,Basement 6 feet or +
954,10501016,19,"1 Room, 1+0 Bedroom, 1+0 Bathroom/Powder room"
955,10501016,5,"Unknown age, Century"
956,10501016,1,"107,639 sqft"
957,10501016,13,"Driveway (8), Garage (2)"
958,10501016,6,"Pellet stove, Wood stove"
959,10501016,11,Basement 6 feet or +
960,14472021,1,"40,943 sqft"
961,14472021,2,Residential
962,24362814,3,Commercial only
963,24362814,5,1977
964,24362814,14,"From 750 sqft to 4,500 sqft"
965,24362814,1,"15,414 sqft"
966,24362814,7,Commercial (5)
967,25462654,1,"135,625 sqft"
968,25462654,2,Other
969,22931087,3,Residential only
970,22931087,4,Detached
971,22931087,5,1972
972,22931087,1,"10,000 sqft"
973,22931087,13,Driveway (6)
974,22931087,7,Residential (2)
975,22931087,8,"1 x 7 ½,  1 x 8 ½"
976,22931087,9,"7 Rooms, 3 Bedrooms, 1 Bath/powder room"
977,22931087,10,"$19,800"
978,22931087,11,Basement 6 feet or +
979,27927992,3,Residential only
980,27927992,4,Semi-detached
981,27927992,5,Unknown age
982,27927992,1,"8,000 sqft"
983,27927992,13,Driveway (6)
984,27927992,7,Residential (2)
985,27927992,8,"1 x 4 ½,  1 x 5 ½"
986,27927992,9,"4 Rooms, 1 Bedroom, 1 Bath/powder room"
987,27927992,10,"$22,800"
988,27927992,11,Basement 6 feet or +
989,12009343,17,Animal husbandry
990,12009343,5,Unknown age
991,12009343,1,"107,642 sqft"
992,12009343,13,"Driveway (10), Garage (2)"
993,12009343,6,Wood fireplace
994,12009343,11,Basement 6 feet or +
995,12133825,1,"19,335 sqft"
996,12133825,2,Residential
997,14932773,1,"32,297 sqft"
998,14932773,2,Residential
999,9299699,5,1963
1000,9299699,1,"3,343,556 sqft"
1001,25228907,3,Residential only
1002,25228907,4,Attached
1003,25228907,5,1900
1004,25228907,1,"2,500 sqft"
1005,25228907,13,Garage (1)
1006,25228907,7,Residential (3)
1007,25228907,8,"1 x 5 ½,  2 x 7 ½"
1008,25228907,9,"7 Rooms, 4 Bedrooms, 1 Bath/powder room"
1009,25228907,10,"$36,000"
1010,16014442,3,Commercial and residential
1011,16014442,5,1935
1012,16014442,14,"18,998 sqft"
1013,16014442,12,"18,998 sqft"
1014,16014442,1,"152,813 sqft"
1015,16014442,7,"Residential (2), Commercial (1)"
1016,16014442,15,"Inn, Reception hall, Restaurant"
1017,20301171,1,"11,171 sqft"
1018,20301171,2,Residential
1019,28167528,3,Residential only
1020,28167528,4,Detached
1021,28167528,5,1935
1022,28167528,12,"3,312 sqft"
1023,28167528,1,"3,764 sqft"
1024,28167528,13,Driveway (8)
1025,28167528,7,Residential (4)
1026,28167528,8,"1 x 3 ½,  2 x 4 ½,  1 x 5 ½"
1027,28167528,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
1028,28167528,10,"$21,720"
1029,28167528,11,Basement 6 feet or +
1030,21568753,1,"22,857 sqft"
1031,21568753,2,Residential
1032,28338061,5,1970
1033,28338061,1,"547,022 sqft"
1034,28338061,6,Wood stove
1035,27767647,1,"64,671 sqft"
1036,27767647,2,Residential
1037,23073057,3,Commercial only
1038,23073057,5,2015
1039,23073057,14,"2,003 sqft"
1040,23073057,12,"2,003 sqft"
1041,23073057,1,"7,035 sqft"
1042,23073057,7,Commercial (1)
1043,23000442,3,Residential only
1044,23000442,4,Detached
1045,23000442,5,"1916, Century"
1046,23000442,12,"1,560 sqft"
1047,23000442,1,"18,837 sqft"
1048,23000442,7,Residential (2)
1049,23000442,8,"1 x 3 ½,  1 x 4 ½"
1050,23000442,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1051,23000442,10,"$22,800"
1052,23000442,11,Basement 6 feet or +
1053,14410217,3,Residential only
1054,14410217,4,Detached
1055,14410217,5,1830
1056,14410217,1,"4,752 sqft"
1057,14410217,13,Driveway (4)
1058,14410217,6,Wood stove
1059,14410217,7,Residential (2)
1060,14410217,8,2 x 4 ½
1061,14410217,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1062,14410217,10,"$15,360"
1063,11933651,3,Commercial only
1064,11933651,5,Unknown age
1065,11933651,14,"From 372 sqft to 5,751 sqft"
1066,11933651,1,"27,547 sqft"
1067,11933651,7,"Commercial (1), Office (2)"
1068,11933651,15,Other
1069,25578051,1,"3,273 sqft"
1070,25578051,2,Residential
1071,10218779,3,Residential only
1072,10218779,4,Detached
1073,10218779,5,1968
1074,10218779,1,"3,841 sqft"
1075,10218779,13,"Driveway (4), Garage (1)"
1076,10218779,7,Residential (3)
1077,10218779,8,"1 x 3 ½,  2 x 5 ½"
1078,10218779,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
1079,10218779,10,"$25,740"
1080,11836542,15,Variety store
1081,11295421,1,"32,292 sqft"
1082,11295421,2,Residential
1083,9211281,2,Agricultural
1084,15551552,1,"463,260 sqft"
1085,15551552,2,Residential
1086,25472579,1,"5,505 sqft"
1087,25472579,2,Residential
1088,22741712,3,Commercial only
1089,22741712,5,1992
1090,22741712,14,"78,038 sqft"
1091,22741712,1,"78,038 sqft"
1092,22741712,7,Commercial (1)
1093,22741712,15,Motel
1094,13158594,3,Residential and commercial
1095,13158594,4,Detached
1096,13158594,5,1940
1097,13158594,14,From 1 sqft to 2 sqft
1098,13158594,1,"7,404 sqft"
1099,13158594,13,Driveway (8)
1100,13158594,7,"Residential (6), Commercial (2)"
1101,13158594,8,"3 x 3 ½,  3 x 4 ½"
1102,13158594,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1103,13158594,10,"$94,980"
1104,22953538,3,Residential and commercial
1105,22953538,4,Attached
1106,22953538,5,Unknown age
1107,22953538,14,"1,188 sqft"
1108,22953538,1,"1,776 sqft"
1109,22953538,13,Garage (1)
1110,22953538,7,"Residential (1), Commercial (1)"
1111,22953538,18,1 x 5 ½
1112,22953538,9,"5 Rooms, 2 Bedrooms, 2 Bath/powder rooms"
1113,22953538,10,"$25,200"
1114,25849249,3,Commercial only
1115,25849249,5,1970
1116,25849249,14,"2,400 sqft"
1117,25849249,12,"2,400 sqft"
1118,25849249,1,"25,000 sqft"
1119,25849249,7,Commercial (1)
1120,10884633,3,Residential only
1121,10884633,4,Detached
1122,10884633,5,1965
1123,10884633,13,Driveway (12)
1124,10884633,7,Residential (3)
1125,10884633,8,"1 x 3 ½,  1 x 5 ½,  1 x 9 ½"
1126,10884633,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
1127,10884633,10,"$9,384"
1128,27027526,1,"39,803 sqft"
1129,27027526,2,Residential
1130,17385209,1,"66,000 sqft"
1131,17385209,2,Residential
1132,14826816,1,"44,649 sqft"
1133,14826816,2,Residential
1134,20883945,1,"81,858 sqft"
1135,20883945,2,Residential
1136,13021735,3,Residential only
1137,13021735,4,Detached
1138,13021735,5,1976
1139,13021735,1,"2,400 sqft"
1140,13021735,7,Residential (3)
1141,13021735,8,"1 x 3 ½,  2 x 5 ½"
1142,13021735,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
1143,13021735,10,"$20,700"
1144,13021735,11,Basement 6 feet or +
1145,10054580,1,"52,037 sqft"
1146,10054580,2,Residential
1147,13865696,1,"60,179 sqft"
1148,13865696,2,Agricultural
1149,26185065,1,"37,161 sqft"
1150,26185065,2,Residential
1151,27627622,1,"9,520 sqft"
1152,27627622,2,Residential
1153,28750888,1,"13,808,520 sqft"
1154,28750888,2,Other
1155,16257053,1,"5,733,946 sqft"
1156,16257053,2,Agricultural
1157,23145625,3,Residential only
1158,23145625,4,Detached
1159,23145625,5,1969
1160,23145625,1,"9,809 sqft"
1161,23145625,7,Residential (8)
1162,23145625,8,8 x 4 ½
1163,23145625,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1164,23145625,10,"$73,800"
1165,15989364,3,Commercial only
1166,15989364,5,1970
1167,15989364,14,"3,449 sqft"
1168,15989364,12,"3,449 sqft"
1169,15989364,1,"20,305 sqft"
1170,15989364,7,Commercial (1)
1171,15989364,15,Daycare centre
1172,17387896,3,Residential only
1173,17387896,4,Attached
1174,17387896,5,1910
1175,17387896,1,"1,480 sqft"
1176,17387896,7,Residential (3)
1177,17387896,8,3 x 4 ½
1178,17387896,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1179,17387896,10,"$28,260"
1180,19838747,1,"555,144 sqft"
1181,19838747,2,Agricultural
1182,26244223,3,Residential only
1183,26244223,4,Detached
1184,26244223,5,1950
1185,26244223,12,"1,048 sqft"
1186,26244223,1,"5,292 sqft"
1187,26244223,13,"Driveway (1), Garage (1)"
1188,26244223,7,Residential (2)
1189,26244223,8,"1 x 4 ½,  1 x 5 ½"
1190,26244223,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1191,26244223,10,"$25,800"
1192,26244223,11,Basement 6 feet or +
1193,12765180,1,"32,297 sqft"
1194,12765180,2,Residential
1195,20731465,1,"1,168,206 sqft"
1196,20731465,2,Residential
1197,18186792,1,"14,290 sqft"
1198,18186792,2,Commercial
1199,17850596,1,"139,199 sqft"
1200,17850596,2,Residential
1201,17121191,3,Residential only
1202,17121191,4,Detached
1203,17121191,5,1984
1204,17121191,1,"8,212 sqft"
1205,17121191,6,Wood fireplace
1206,17121191,7,Residential (2)
1207,17121191,8,"1 x 3 ½,  1 x Other"
1208,17121191,9,"12 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
1209,17121191,10,"$10,152"
1210,28202353,3,Commercial and residential
1211,28202353,5,1942
1212,28202353,14,"From 1,200 sqft to 2,400 sqft"
1213,28202353,12,"1,428 sqft"
1214,28202353,1,"13,370 sqft"
1215,28202353,7,"Commercial (1), Office (1)"
1216,28202353,15,Restaurant
1217,21690782,3,Residential and commercial
1218,21690782,4,Attached
1219,21690782,5,1965
1220,21690782,14,"1,101 sqft"
1221,21690782,12,"1,101 sqft"
1222,21690782,1,188 sqft
1223,21690782,7,"Residential (2), Commercial (1)"
1224,21690782,8,2 x 5 ½
1225,21690782,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
1226,21690782,10,"$33,120"
1227,21690782,11,Basement 6 feet or +
1228,16571828,1,"36,328 sqft"
1229,16571828,2,Residential
1230,14219061,1,"522,720 sqft"
1231,14219061,2,Residential
1232,9051688,1,"33,787 sqft"
1233,9051688,2,Residential
1234,10649055,1,"18,813 sqft"
1235,10649055,2,Residential
1236,13889579,1,"79,265 sqft"
1237,13889579,2,Resort
1238,19974165,1,1 sqft
1239,19974165,2,Residential
1240,23782613,1,"2,208,120 sqft"
1241,23782613,2,Agricultural
1242,19854479,1,"274,824 sqft"
1243,19854479,2,Other
1244,12806814,3,Residential only
1245,12806814,4,Detached
1246,12806814,5,1955
1247,12806814,1,"40,235 sqft"
1248,12806814,7,Residential (4)
1249,12806814,8,"1 x 2 ½,  1 x 5 ½,  1 x 6 ½,  1 x 8 ½"
1250,12806814,9,"8 Rooms, 2 Bedrooms, 1 Bath/powder room"
1251,12806814,10,"$13,812"
1252,9086390,1,"65,541 sqft"
1253,9086390,2,Residential
1254,14464807,3,Residential only
1255,14464807,4,Detached
1256,14464807,5,1978
1257,14464807,1,"23,282 sqft"
1258,14464807,7,Residential (12)
1259,14464807,8,12 x 4 ½
1260,14464807,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1261,14464807,10,"$68,760"
1262,14464807,11,Basement 6 feet or +
1263,23858266,1,"47,751 sqft"
1264,23858266,2,Residential
1265,23568771,3,Residential only
1266,23568771,4,Detached
1267,23568771,5,1980
1268,23568771,1,"18,982 sqft"
1269,23568771,13,Driveway (8)
1270,23568771,7,Residential (2)
1271,23568771,8,2 x 5 ½
1272,23568771,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
1273,23568771,10,"$18,000"
1274,18860838,3,Commercial and residential
1275,18860838,5,Unknown age
1276,18860838,14,"1,200 sqft"
1277,18860838,12,"1,277 sqft"
1278,18860838,1,"5,000 sqft"
1279,18860838,7,Commercial (1)
1280,18860838,15,Restaurant
1281,17732056,1,"46,546 sqft"
1282,17732056,2,Residential
1283,12616707,1,"39,897 sqft"
1284,12616707,2,Residential
1285,25142284,15,Florist
1286,19586561,1,"10,509 sqft"
1287,19586561,2,Residential
1288,12010554,1,"71,269 sqft"
1289,12010554,2,Residential
1290,14691711,3,Residential only
1291,14691711,4,Detached
1292,14691711,5,2014
1293,14691711,12,"10,592 sqft"
1294,14691711,13,Driveway (4)
1295,14691711,7,Residential (4)
1296,14691711,8,4 x 4 ½
1297,14691711,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
1298,14691711,10,"$38,880"
1299,21226596,3,Residential only
1300,21226596,4,Detached
1301,21226596,5,1901
1302,21226596,1,"5,168 sqft"
1303,21226596,13,Driveway (8)
1304,21226596,7,Residential (3)
1305,21226596,8,"2 x 5 ½,  1 x 6 ½"
1306,21226596,9,"6 Rooms, 4 Bedrooms, 1 Bath/powder room"
1307,21226596,10,"$21,720"
1308,19716629,1,"36,132 sqft"
1309,19716629,2,Residential
1310,26132261,3,Residential only
1311,26132261,4,Detached
1312,26132261,5,1913
1313,26132261,1,"21,714 sqft"
1314,26132261,13,Driveway (15)
1315,26132261,7,Residential (6)
1316,26132261,8,"5 x 4 ½,  1 x 5 ½"
1317,26132261,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
1318,26132261,10,"$26,640"
1319,26132261,11,Basement 6 feet or +
1320,19720667,3,Residential only
1321,19720667,4,Detached
1322,19720667,5,1880
1323,19720667,7,Residential (4)
1324,19720667,8,"2 x 3 ½,  2 x 4 ½"
1325,19720667,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
1326,19720667,10,"$37,764"
1327,28669714,15,Jewellery store
1328,28962383,3,Commercial only
1329,28962383,5,1955
1330,28962383,14,"8,580 sqft"
1331,28962383,1,"17,107 sqft"
1332,28962383,7,Commercial (1)
1333,18259477,1,"3,478,708 sqft"
1334,18259477,2,Residential
1335,19364027,3,Residential only
1336,19364027,4,Attached
1337,19364027,5,Unknown age
1338,19364027,12,941 sqft
1339,19364027,1,"1,447 sqft"
1340,19364027,7,Residential (3)
1341,19364027,8,3 x 5 ½
1342,19364027,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
1343,19364027,10,"$32,100"
1344,23223467,3,Commercial only
1345,23223467,5,1970
1346,23223467,14,500 sqft
1347,23223467,12,"11,100 sqft"
1348,23223467,1,"103,000 sqft"
1349,23223467,7,Commercial (1)
1350,23223467,15,Dealer
1351,20439132,1,"1,034,835 sqft"
1352,20439132,2,"Commercial, Residential"
1353,17329053,3,Residential only
1354,17329053,4,Detached
1355,17329053,5,1967
1356,17329053,1,"4,499 sqft"
1357,17329053,13,"Driveway (3), Garage (2)"
1358,17329053,7,Residential (4)
1359,17329053,8,"1 x 3 ½,  2 x 4 ½,  1 x 6 ½"
1360,17329053,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
1361,17329053,10,"$34,440"
1362,17329053,11,Basement 6 feet or +
1363,21851579,1,"76,724 sqft"
1364,21851579,2,Residential
1365,18029267,1,"4,501 sqft"
1366,18029267,2,Residential
1367,23842700,1,"204,514 sqft"
1368,23842700,2,Resort
1369,25574836,1,"5,000 sqft"
1370,25574836,2,Residential
1371,21540342,3,Commercial and residential
1372,21540342,5,2006
1373,21540342,14,"6,660 sqft"
1374,21540342,12,"6,660 sqft"
1375,21540342,1,"230,886 sqft"
1376,21540342,7,Commercial (1)
1377,19780103,3,Residential only
1378,19780103,4,Detached
1379,19780103,5,1950
1380,19780103,1,"5,140 sqft"
1381,19780103,13,Driveway (3)
1382,19780103,7,Residential (5)
1383,19780103,8,"2 x 3 ½,  2 x 4 ½,  1 x 7 ½"
1384,19780103,9,"7 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
1385,19780103,10,"$46,200"
1386,19780103,11,Basement 6 feet or +
1387,9289577,1,"86,639 sqft"
1388,9289577,2,Residential
1389,9710387,1,"27,157 sqft"
1390,9710387,2,Residential
1391,23823034,1,"52,235 sqft"
1392,23823034,2,Residential
1393,25872703,3,Residential only
1394,25872703,4,Detached
1395,25872703,5,1958
1396,25872703,1,"14,932 sqft"
1397,25872703,7,Residential (6)
1398,25872703,8,"1 x 2 ½,  2 x 3 ½,  2 x 4 ½,  1 x 5 ½"
1399,25872703,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
1400,25872703,10,"$26,040"
1401,20069023,3,Residential only
1402,20069023,4,Detached
1403,20069023,5,1965
1404,20069023,1,"7,000 sqft"
1405,20069023,13,"Driveway (6), Garage (1)"
1406,20069023,7,Residential (4)
1407,20069023,8,"1 x 1 ½,  2 x 4 ½,  1 x 5 ½"
1408,20069023,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
1409,20069023,10,"$32,500"
1410,9107244,15,"Fast food, Restaurant, Bar"
1411,19524772,1,"7,633 sqft"
1412,19524772,2,Residential
1413,22965851,1,"1,981 sqft"
1414,22965851,2,Residential
1415,28741342,1,"5,985 sqft"
1416,28741342,2,Residential
1417,18249827,15,Convenience store
1418,22165482,3,Commercial only
1419,22165482,5,1940
1420,22165482,14,"1,080 sqft"
1421,22165482,12,"1,080 sqft"
1422,22165482,1,"21,000 sqft"
1423,22165482,7,Commercial (1)
1424,25771062,1,"29,999 sqft"
1425,25771062,2,Residential
1426,23002044,3,Commercial only
1427,23002044,5,1974
1428,23002044,14,"3,200 sqft"
1429,23002044,12,"3,277 sqft"
1430,23002044,1,"8,711 sqft"
